RIO;COORD- X;COORD- Y;PUNTO;FECHA;Temperatura;Ph;Oxigeno disuelto;Solidos_Totales;Nitratos;Fosfatos;Turbiedad;DBO5;Coliformes fecales;CALIDAD AGUA NSF;Clasificacion 
KALAGLAS;771340,9;9649302,5;P1;13/4/2022 10:25;18,75;5,85;5,82;84,54;3,7;0,16;7,1;5,68;1662;61,56;Regular
KALAGLAS;771071,2;9643713;P2;09/04/2022  13:25:00 p. m.;16,33;6,81;5,94;88,02;6,85;0,01;9,92;1,84;1494;65,6;Regular
JURUMBAINO;819002,6;9740893,7;P1;10/4/2022 7:25;20,29;6,17;6,57;47,05;6,74;0,67;9,07;4,67;983;59,84;Regular
JURUMBAINO;817191,1;9748924,1;P2;10/4/2022 9:25;20,22;6,1;7,8;43,2;2,03;0,42;9,78;3,84;1782;61,55;Regular
UPANO;819914,8;9764262;P1;6/9/2022 7:25;20,17;5,55;6,55;78,25;4,65;0,77;1,69;3,38;2268;61,34;Regular
UPANO;821124,7;9742271,2;P2;6/9/2022 9:25;19,47;7,32;5,25;79,32;2,04;0,5;1,4;10,41;2141;66,31;Regular
UPANO;823240,9;9753001,2;P3;6/9/2022 11:25;18,54;5,89;7,25;55,36;5,19;0,99;4,78;8,62;1805;60,91;Regular
RIO BLANCO;814064,8;9741347,3;P1;06/09/2022  13:25:00 p. m.;17,38;7,94;6,96;55;4,67;0,76;0,76;9,33;2208;60,63;Regular
RIO BLANCO;816577,1;9739070,6;P2;06/09/2022  16:25:00 p. m.;20,75;7,68;5,93;49,43;6,27;0,67;7,85;5,3;2962;50,82;Regular
YUQUIPA;177755,3;9753823,6;P1;11/9/2022 10:25;17,32;5,55;7,01;66,46;3,67;0,86;4,85;5,75;797;63;Regular
YUQUIPA;169088,8;9752598,1;P2;07/09/2022  13:25:00 p. m.;17,88;6,3;7,62;84,18;2,35;0,51;5,08;3,7;591;67,64;Regular
YUQUIPA;819354,2;9734480,2;P3;07/09/2022  15:25:00 p. m.;18,93;7,68;6,03;73,43;3,52;0,23;0,25;6,46;1811;51,71;Regular
PAN DE AZÚCAR;775073,8;9656337,5;P1;08/09/2022  13:25:00 p. m.;19,84;6,4;6,62;30,08;5,7;0,47;4,44;8,92;532;52,98;Regular
KALAGLAS;771340,9;9649302,5;P1;13/9/2022 10:25;16,65;7,03;6,26;86,38;6,54;0,83;8,65;3,8;2784;54,11;Regular
KALAGLAS;771071,2;9643713;P2;09/09/2022  13:25:00 p. m.;20,49;5,36;5,63;77,81;5,52;0,51;8,17;10,39;1167;51,89;Regular
JURUMBAINO;819002,6;9740893,7;P1;10/9/2022 7:25;18,07;7,53;6,25;73,12;6,17;0,69;8,19;2,22;2593;61,58;Regular
JURUMBAINO;817191,1;9748924,1;P2;10/9/2022 9:25;18,35;6,58;5,07;63,73;5,57;0,25;0,74;6,51;751;68,52;Regular
UPANO;819914,8;9764262;P1;6/12/2022 7:25;19,77;7,55;7,53;64,33;2,27;0,13;9,85;6,88;766;66,1;Regular
UPANO;821124,7;9742271,2;P2;6/12/2022 9:25;16,41;8;6,24;91,23;5,42;0,84;8,12;1,01;1660;63,65;Regular
UPANO;823240,9;9753001,2;P3;6/12/2022 11:25;17,49;5,2;5,13;71,29;6,22;0,29;8;8,38;2469;52,37;Regular
RIO BLANCO;814064,8;9741347,3;P1;06/12/2022  13:25:00 p. m.;21,12;5,98;5,21;87,57;5,34;0,85;8,53;8,25;1723;56,32;Regular
RIO BLANCO;816577,1;9739070,6;P2;06/12/2022  16:25:00 p. m.;21,91;7,41;6,71;61,1;3,49;0,79;8,85;4,55;2193;61,24;Regular
YUQUIPA;177755,3;9753823,6;P1;11/12/2022 10:25;17,04;6,95;5,33;42,21;3,02;0,51;6,22;4,71;1629;51,61;Regular
YUQUIPA;169088,8;9752598,1;P2;07/12/2022  13:25:00 p. m.;17,83;6,68;7,33;84,31;2,9;0,72;9,75;10,31;773;60,18;Regular
YUQUIPA;819354,2;9734480,2;P3;07/12/2022  15:25:00 p. m.;17,68;6,7;6,13;59,32;2,1;0,25;6,05;2,31;1243;57,93;Regular
PAN DE AZÚCAR;775073,8;9656337,5;P1;08/12/2022  13:25:00 p. m.;21,09;6,25;6,67;30,78;4,41;0,01;6,8;11,37;1140;52,69;Regular
KALAGLAS;771340,9;9649302,5;P1;09/12/2022  13:25:00 p. m.;18,7;6,48;5,9;72,24;6,79;0,36;3,5;7,36;2825;61;Regular
KALAGLAS;771071,2;9643713;P2;09/12/2022  13:25:00 p. m.;17,95;6,32;6,01;39,78;2,66;0,95;3,86;6,93;2619;54,79;Regular
JURUMBAINO;819002,6;9740893,7;P1;10/12/2022 23:25;16,9;6,55;6;94,52;5,98;0,72;4,69;3,93;775;50,71;Regular
JURUMBAINO;817191,1;9748924,1;P2;11/12/2022 1:25;17,89;7,03;5,28;30,63;3,83;0,71;8,36;11,8;1516;57,97;Regular
UPANO;819914,8;9764262;P1;7/4/2023 13:25;20,24;5,33;7,02;90,06;6,17;0,06;6,2;2,9;1846;62,23;Regular
UPANO;821124,7;9742271,2;P2;7/4/2023 15:25;16,6;5,68;6,38;68,71;3,74;0,18;1,22;7,96;1589;62,73;Regular
UPANO;823240,9;9753001,2;P3;7/4/2023 17:25;21,67;5,86;5,97;79,79;3,59;0,62;2,21;10,62;1634;50,98;Regular
RIO BLANCO;814064,8;9741347,3;P1;06/04/2023  13:25:00 p. m.;18,02;6,24;6,53;63,94;3,87;0,38;2,6;11,78;2052;62,4;Regular
RIO BLANCO;816577,1;9739070,6;P2;06/04/2023  13:25:00 p. m.;19,52;7,25;5,52;90,81;3,32;0,95;8,79;6,46;823;65,13;Regular
YUQUIPA;177755,3;9753823,6;P1;12/4/2023 10:25;21,91;5,65;6,91;42,52;2;0,56;3,42;2,7;724;62,53;Regular
YUQUIPA;169088,8;9752598,1;P2;07/04/2023  13:25:00 p. m.;16,76;5,96;7,17;69,44;2,47;0,23;6,84;7,7;1708;51,84;Regular
YUQUIPA;819354,2;9734480,2;P3;07/04/2023  15:25:00 p. m.;17,75;7,06;7,72;32,64;5,25;0,73;1,08;4,98;2290;64,12;Regular
PAN DE AZÚCAR;775073,8;9656337,5;P1;08/04/2023  13:25:00 p. m.;16,86;7,28;6,32;37,5;2,23;0,92;1,31;3,03;2886;60,57;Regular
KALAGLAS;771340,9;9649302,5;P1;14/4/2023 10:25;17,04;7,24;6,6;62,89;6,54;0,78;0,16;3,19;1703;58,32;Regular
KALAGLAS;771071,2;9643713;P2;09/04/2023  13:25:00 p. m.;21,89;6,17;7,25;62,53;5,68;0,03;1,6;2,48;2779;65,56;Regular
JURUMBAINO;819002,6;9740893,7;P1;10/4/2023 7:25;21,88;5,32;7,24;84,41;6,4;0,38;6,57;6,65;1221;50,9;Regular
JURUMBAINO;817191,1;9748924,1;P2;10/4/2023 9:25;16,28;5,77;6,74;57,84;5,14;0,5;2,45;9,82;2561;54,05;Regular
UPANO;819914,8;9764262;P1;6/9/2023 7:25;21,68;7,74;5,71;80,29;5,22;0,5;9,49;10,06;1518;60,79;Regular
UPANO;821124,7;9742271,2;P2;6/9/2023 9:25;16,34;5,23;6,36;56,44;5,22;0,61;4,39;3,59;1237;52,58;Regular
UPANO;823240,9;9753001,2;P3;6/9/2023 11:25;21,4;5,53;7,27;59,38;6,72;0,87;9,96;5,21;1304;62,47;Regular
RIO BLANCO;814064,8;9741347,3;P1;06/09/2023  13:25:00 p. m.;21,61;6,21;6,03;46,88;3,62;0,4;7,83;10,59;2804;58,38;Regular
RIO BLANCO;816577,1;9739070,6;P2;06/09/2023  16:25:00 p. m.;19,14;7,64;6,49;91,4;4,01;0,34;2,04;8,98;1460;54,11;Regular
YUQUIPA;177755,3;9753823,6;P1;12/9/2023 10:25;21,59;6,48;6,19;43,74;4,27;0,29;3,25;4,96;1558;50,81;Regular
YUQUIPA;169088,8;9752598,1;P2;07/09/2023  13:25:00 p. m.;16,59;7,9;6,2;85,06;2,2;0,52;4,34;2,77;1838;59,66;Regular
YUQUIPA;819354,2;9734480,2;P3;07/09/2023  15:25:00 p. m.;20,28;5,42;7,32;89,75;6,68;0,72;6,33;9,25;2590;63,49;Regular
PAN DE AZÚCAR;775073,8;9656337,5;P1;08/09/2023  13:25:00 p. m.;17,44;6,54;7,37;80,67;4,99;0,12;4,87;4,25;2952;53,56;Regular
KALAGLAS;771340,9;9649302,5;P1;14/9/2023 10:25;17,63;5,48;6,15;91,61;5,58;0,72;4,97;4,2;1644;67,96;Regular
KALAGLAS;771071,2;9643713;P2;09/09/2023  13:25:00 p. m.;17,91;6,6;5,26;73,93;5,89;0,46;2,55;4;1640;62,72;Regular
JURUMBAINO;819002,6;9740893,7;P1;10/9/2023 7:25;19,88;6,89;5,88;42,74;2,48;0,34;9,25;5,33;1892;51,41;Regular
JURUMBAINO;817191,1;9748924,1;P2;10/9/2023 9:25;18,39;6,28;6,32;72,62;4,16;0,6;4,82;7,98;1879;66,66;Regular
UPANO;819914,8;9764262;P1;6/12/2023 7:25;20,11;7,06;7,55;63,5;6,16;0,08;0,23;3,05;2468;59,49;Regular
UPANO;821124,7;9742271,2;P2;6/12/2023 9:25;21,95;6,25;5,27;91,08;6,51;0,52;6,59;6,82;2795;49,78;Mala
UPANO;823240,9;9753001,2;P3;6/12/2023 11:25;19,46;6,86;6,19;69,19;3,2;0,22;8,33;3,45;2642;60,4;Regular
RIO BLANCO;814064,8;9741347,3;P1;06/12/2023  13:25:00 p. m.;19,54;5,17;5,2;89,52;4,6;0,7;5,16;8,24;2506;45,65;Mala
RIO BLANCO;816577,1;9739070,6;P2;06/12/2023  16:25:00 p. m.;20,44;6,68;6,31;36,32;2,01;0,34;0,44;11,27;1635;56,25;Regular
YUQUIPA;177755,3;9753823,6;P1;12/12/2023 10:25;16,14;5,31;6,87;34,58;5,13;0,08;7,95;5,32;759;55,69;Regular
YUQUIPA;169088,8;9752598,1;P2;07/12/2023  13:25:00 p. m.;18,74;5,3;5,68;32,44;5,22;0,85;6,3;2,17;2436;48,7;Mala
YUQUIPA;819354,2;9734480,2;P3;07/12/2023  15:25:00 p. m.;21,36;7,95;7,1;85,78;4,06;0,47;2,88;11,76;2718;50,76;Regular
PAN DE AZÚCAR;775073,8;9656337,5;P1;08/12/2023  13:25:00 p. m.;19,02;8;6,89;58,5;5,83;0,49;8,49;9,17;2807;49,36;Mala
KALAGLAS;771340,9;9649302,5;P1;09/12/2023  13:25:00 p. m.;21,33;6,59;7,25;80,63;3,22;0,83;8,7;7,49;2901;56,75;Regular
KALAGLAS;771071,2;9643713;P2;09/12/2023  13:25:00 p. m.;19,73;5,16;7,14;89,25;5,54;0,61;6,67;6,12;2464;45,72;Mala
JURUMBAINO;819002,6;9740893,7;P1;11/12/2023 3:25;20,22;6,13;5,83;92,62;5,97;0,56;1,36;9,03;2016;48,81;Mala
JURUMBAINO;817191,1;9748924,1;P2;11/12/2023 5:25;19,93;5,49;7,73;75,44;6,38;0,25;1,39;2,44;1963;52,29;Regular
Tutanangoza;791744,80;9721847,20;P1;3/1/2018 7:25;19,3;7,1;9.10;80;0.1;0.03;0.74;11.8;45;74,95;Buena
Tutanangoza;795756,20;9722981,10;P2;4/1/2018;20,2;6,9;9.15;73;0.2;0.06;0.79;10.2;22;76,88;Buena
Tutanangoza;808934,10;9724379,00;P3;10/1/2018;20,3;6,9;9.25;85;0.3;0.07;0.98;10.9;33;74,88;Buena
Upano;817616,10;9734329,60;P1;4/3/2018;23,1;7,1;9.14;90;0.4;0.4;0.7;11.34;36;68,25;Regular
Upano;816984,90;9722513,40;P2;10/3/2018;22,4;7,4;9,13;110;0,5;0,29;0,89;12,25;39;69,22;Regular
Tutanangoza;791744,80;9721847,20;P1;10/4/2018;22,3;7,2;9,29;120;0,6;0,02;0,93;9,33;54;75,28;Buena
Tutanangoza;795756,20;9722981,10;P2;15/4/2018;21,4;6,8;9,35;115;0,7;0,07;1,1;8,77;76;73,18;Buena
Tutanangoza;808934,10;9724379,00;P3;25/4/2018;20,5;7,1;9,33;110;0,8;0,09;1,3;9,12;76;73,28; Buena
Upano;817616,10;9734329,60;P1;7/5/2018;20,7;6,9;9,44;83;0,9;0,3;1,7;10,12;56;68,22;Regular
Upano;816984,90;9722513,40;P2;10/5/2018;21,4;6,9;9,1;90;0,1;0,29;1,5;11,22;44;69,62;Regular
Tutanangoza;791744,80;9721847,20;P1;3/6/2018;23,1;7,2;9,22;93;0,9;0,02;1,3;10,74;63;73,21;Buena
Tutanangoza;795756,20;9722981,10;P2;4/6/2018;19,9;7,4;9,11;102;0,1;0,01;1,1;11,24;77;74,34;Buena
Tutanangoza;808934,10;9724379,00;P3;10/7/2018;22,9;7,1;9,07;110;0,4;0,04;1,2;12,2;61;72,71;Buena
Upano;817616,10;9734329,60;P1;15/7/2018;21,4;6,8;9,03;115;0,2;0,16;0,77;11,8;54;71,09;Buena
Upano;816984,90;9722513,40;P2;10/8/2018;21,8;6,7;9,1;99;0,2;0,22;0,99;10,6;65;70,05;Buena
Tutanangoza;791744,80;9721847,20;P1;15/8/2018;23,4;6,9;9,3;87;0,1;0,08;1,2;10,5;76;72,91;Buena
Tutanangoza;795756,20;9722981,10;P2;20/8/2018;22,5;6,8;9,25;92;0,1;0,07;1,2;10,3;45;73,47;Buena
Tutanangoza;808934,10;9724379,00;P3;10/10/2018;22,9;6,7;9,2;77;0,3;0,02;1,2;11,2;39;73,97;Buena
Upano;817616,10;9734329,60;P1;13/10/2018;21,4;7,1;9,23;110;0,9;0,23;0,88;11,56;44;64,55;Regular
Upano;816984,90;9722513,40;P2;10/11/2018;22,1;7,1;9,1;127;0,2;0,19;0,78;10,9;47;72,15;Buena
Tutanangoza;791744,80;9721847,20;P1;3/1/2019;20,2;7,2;9,15;80;0,2;0,01;0,74;11,2;42;75,98;Buena
Tutanangoza;795756,20;9722981,10;P2;4/1/2019;21,2;6,8;9,2;73;0,1;0,01;0,79;10,2;23;77,19;Buena
Tutanangoza;808934,10;9724379,00;P3;10/1/2019;19,3;6,7;9,28;85;0,33;0,02;0,98;10,2;32;75,55;Buena
Upano;817616,10;9734329,60;P1;4/3/2019;19,7;7,4;9,19;90;0,4;0,43;0,7;11,32;33;68,74;Regular
Upano;816984,90;9722513,40;P2;10/3/2019;22,2;7,4;9,19;110;0,5;0,24;0,89;12,22;32;70,65;Buena
Tutanangoza;791744,80;9721847,20;P1;10/4/2019;21,3;7,5;9,23;120;0,61;0,05;0,93;9,32;53;75,24;Buena
Tutanangoza;795756,20;9722981,10;P2;15/4/2019;22,5;6,9;9,33;115;0,7;0,06;1,1;8,72;72;73,74;Buena
Tutanangoza;808934,10;9724379,00;P3;25/4/2019;21,1;7,2;9,39;110;0,8;0,07;1,3;9,12;73;73,67;Buena
Upano;817616,10;9734329,60;P1;7/5/2019;22,9;6,8;9,47;83;0,9;0,8;1,7;10,12;52;63,65;Regular
Upano;816984,90;9722513,40;P2;10/5/2019;23,1;6,9;9,19;90;0,19;0,09;1,5;11,22;43;73,47;Buena
Tutanangoza;791744,80;9721847,20;P1;3/6/2019;19,9;7,7;9,24;93;0,94;0,01;1,3;10,72;64;73,52;Buena
Tutanangoza;795756,20;9722981,10;P2;4/6/2019;19,8;7,6;9,14;102;0,11;0,011;1,1;11,22;75;74,35;Buena
Tutanangoza;808934,10;9724379,00;P3;10/7/2019;19,8;7,5;9,04;110;0,45;0,02;1,2;12,2;65;73,29;Buena
Upano;817616,10;9734329,60;P1;15/7/2019;20,1;6,9;9,02;115;0,22;0,13;0,77;11,2;54;72,52;Buena
Upano;816984,90;9722513,40;P2;10/8/2019;20,4;6,8;9,12;99;0,21;0,24;0,99;10,2;65;70,35;Buena
Tutanangoza;791744,80;9721847,20;P1;15/8/2019;20,5;6,8;9,32;87;0,1;0,05;1,2;10,2;74;73,63;Buena
Tutanangoza;795756,20;9722981,10;P2;20/8/2019;22,1;6,9;9,22;92;0,2;0,075;1,2;10,1;45;74,63;Buena
Tutanangoza;808934,10;9724379,00;P3;10/10/2019;19,9;6,9;9,22;77;0,3;0,024;1,2;11,5;37;74,84;Buena
Upano;817616,10;9734329,60;P1;13/10/2019;24,1;7,4;9,22;110;0,91;0,28;0,88;11,56;44;68,52;Regular
Upano;816984,90;9722513,40;P2;10/11/2019;23,4;7,2;9,19;127;0,23;0,19;0,78;10,4;44;72,53;Buena
Tutanangoza;791744,80;9721847,20;P1;3/1/2020;19,1;7,7;9,29;80;0,11;0,02;0,74;11,7;43;75,23;Buena
Tutanangoza;795756,20;9722981,10;P2;4/1/2020;19,6;6,7;9,14;73;0,22;0,08;0,79;10,8;21;75,41;Buena
Tutanangoza;808934,10;9724379,00;P3;10/1/2020;19,9;6,9;9,24;85;0,31;0,07;0,98;10,9;39;74,48;Buena
Upano;817616,10;9734329,60;P1;4/3/2020;20,2;7,3;9,15;90;0,411;0,6;0,7;11,1;39;66,99;Regular
Upano;816984,90;9722513,40;P2;10/3/2020;20,6;7,3;9,14;110;0,51;0,25;0,89;12,22;34;70,38;Buena
Tutanangoza;791744,80;9721847,20;P1;10/4/2020;21,7;7,3;9,24;120;0,61;0,04;0,93;9,32;51;75,29;Buena
Tutanangoza;795756,20;9722981,10;P2;15/4/2020;21,9;6,9;9,34;115;0,71;0,03;1,1;8,72;76;74,10;Buena
Tutanangoza;808934,10;9724379,00;P3;25/4/2020;22,2;7,3;9,34;110;0,81;0,02;1,3;9,15;71;74,42;Buena
Upano;817616,10;9734329,60;P1;7/5/2020;21,5;6,9;9,47;83;0,81;0,1;1,7;10,15;51;72,70;Buena
Upano;816984,90;9722513,40;P2;10/5/2020;22,7;6,9;9,14;90;0,11;0,21;1,5;11,25;41;71,53;Buena
Tutanangoza;791744,80;9721847,20;P1;3/6/2020;22,2;7,3;9,24;93;0,91;0,04;1,3;10,75;69;72,85;Buena
Tutanangoza;795756,20;9722981,10;P2;4/6/2020;19,9;7,4;9,14;102;0,11;0,02;1,1;11,25;75;74,27;Buena
Tutanangoza;808934,10;9724379,00;P3;10/7/2020;19,8;7,1;9,04;110;0,41;0,01;1,2;12,5;65;72,97;Buena
Upano;817616,10;9734329,60;P1;15/7/2020;19,7;6,8;9,02;115;0,21;0,12;0,77;11,81;55;71,81;Buena
Upano;816984,90;9722513,40;P2;10/8/2020;21,2;6,7;9,14;99;0,21;0,22;0,99;10,5;61;70,22;Buena
Tutanangoza;791744,80;9721847,20;P1;15/8/2020;21,7;6,8;9,34;87;0,11;0,02;1,2;10,5;79;73,50;Buena
Tutanangoza;795756,20;9722981,10;P2;20/8/2020;21,6;6,9;9,24;92;0,11;0,07;1,2;10,5;45;74,56;Buena
Tutanangoza;808934,10;9724379,00;P3;10/10/2020;22,1;6,9;9,24;77;0,31;0,05;1,2;11,5;34;74,40;Buena
Upano;817616,10;9734329,60;P1;13/10/2020;23,5;7,2;9,24;110;0,91;0,26;0,88;11,55;43;69,01;Regular
Upano;816984,90;9722513,40;P2;10/11/2020;22,7;7,1;9,14;127;0,21;0,17;0,78;10,93;44;72,57;Buena
Tutanangoza;791744,80;9721847,20;P1;3/1/2021;23,8;7,1;9,17;80;0,12;0,05;0,74;11,82;45;74,12;Buena
Tutanangoza;795756,20;9722981,10;P2;4/1/2021;22,1;6,8;9,27;73;0,22;0,05;0,79;10,5;21;76,21;Buena
Tutanangoza;808934,10;9724379,00;P3;10/1/2021;22,5;6,8;9,27;85;0,32;0,02;0,98;10,5;33;76,29;Buena
Upano;817616,10;9734329,60;P1;4/3/2021;21,4;7,2;9,17;90;0,42;0,41;0,7;11,35;33;68,54;Regular
Upano;816984,90;9722513,40;P2;10/3/2021;21,7;7,2;9,17;110;0,52;0,21;0,89;12,22;35;71,01;Buena
Tutanangoza;791744,80;9721847,20;P1;10/4/2021;21,5;7,3;9,27;120;0,62;0,08;0,93;9,33;57;74,37;Buena
Tutanangoza;795756,20;9722981,10;P2;15/4/2021;22,4;6,8;9,37;115;0,72;0,08;1,1;8,75;76;72,86;Buena
Tutanangoza;808934,10;9724379,00;P3;25/4/2021;22,9;7,1;9,37;110;0,82;0,08;1,3;9,15;71;73,26;Buena
Upano;817616,10;9734329,60;P1;7/5/2021;21,3;6,8;9,47;83;0,92;0,31;1,7;10,15;51;67,68;Regular
Upano;816984,90;9722513,40;P2;10/5/2021;21,7;6,8;9,17;90;0,12;0,22;1,5;11,25;41;71,03;Buena
Tutanangoza;791744,80;9721847,20;P1;3/6/2021;22,6;7,7;9,27;93;0,9;0,01;1,3;10,75;61;73,40;Buena
Tutanangoza;795756,20;9722981,10;P2;4/6/2021;21,5;7,6;9,17;102;0,1;0,04;1,1;11,25;72;73,85;Buena
Tutanangoza;808934,10;9724379,00;P3;10/7/2021;21,9;7,7;9,07;110;0,42;0,07;1,2;12,5;64;71,98;Buena
Upano;817616,10;9734329,60;P1;15/7/2021;23,1;6,8;9,07;115;0,22;0,13;0,77;11,6;55;71,52;Buena
Upano;816984,90;9722513,40;P2;10/8/2021;22,7;6,8;9,17;99;0,22;0,2;0,99;10,6;67;70,57;Buena
Tutanangoza;791744,80;9721847,20;P1;15/8/2021;21,4;6,8;9,37;87;0,11;0,01;1,2;10,6;78;73,60;Buena
Tutanangoza;795756,20;9722981,10;P2;20/8/2021;21,5;7,3;9,27;92;0,11;0,05;1,2;10,6;49;75,17;Buena
Tutanangoza;808934,10;9724379,00;P3;10/10/2021;21,9;7,2;9,27;77;0,32;0,08;1,2;11,65;33;74,39;Buena
Upano;817616,10;9734329,60;P1;13/10/2021;20,9;7,1;9,27;110;0,92;0,29;0,88;11,54;42;68,47;Regular
Upano;816984,90;9722513,40;P2;10/11/2021;21,1;7,1;9,17;127;0,22;0,17;0,78;10,6;41;73,14;Buena
Tutanangoza;791744,80;9721847,20;P1;3/1/2022;21,1;7,7;9,27;80;0,13;0,05;0,74;11,45;43;74,76;Buena
Tutanangoza;795756,20;9722981,10;P2;4/1/2022;19,6;6,6;9,17;73;0,23;0,01;0,79;10,22;25;76,14;Buena
Tutanangoza;808934,10;9724379,00;P3;10/1/2022;19,5;6,8;9,27;85;0,33;0,02;0,98;10,91;38;74,90;Buena
Upano;817616,10;9734329,60;P1;4/3/2022;20,1;7,2;9,17;90;0,43;0,3;0,7;11,34;38;69,72;Regular
Upano;816984,90;9722513,40;P2;10/3/2022;20,2;7,1;9,17;110;0,53;0,24;0,89;12,29;37;70,22;Buena
Tutanangoza;791744,80;9721847,20;P1;10/4/2022;21,2;7,4;9,27;120;0,63;0,04;0,93;9,31;52;75,33;Buena
Tutanangoza;795756,20;9722981,10;P2;15/4/2022;21,3;6,7;9,37;115;0,73;0,01;1,1;8,78;72;73,74;Buena
Tutanangoza;808934,10;9724379,00;P3;25/4/2022;22,4;7;9,37;110;0,83;0,02;1,3;9,11;72;74,11;Buena
Upano;817616,10;9734329,60;P1;7/5/2022;21,7;6,9;9,47;83;0,93;0,34;1,7;10,12;51;67,40;Regular
Upano;816984,90;9722513,40;P2;10/5/2022;22,9;6,8;9,14;90;0,13;0,23;1,5;11,22;42;70,66;Buena
Tutanangoza;791744,80;9721847,20;P1;3/6/2022;22,1;7;9,24;93;0,93;0,02;1,3;10,74;68;72,92;Buena
Tutanangoza;795756,20;9722981,10;P2;4/6/2022;19,8;7,4;9,14;102;0,13;0,06;1,1;11,21;79;73,55;Buena
Tutanangoza;808934,10;9724379,00;P3;10/7/2022;19,8;7,1;9,01;110;0,4;0,03;1,2;12,24;69;72,76;Buena
Upano;817616,10;9734329,60;P1;15/7/2022;19,6;6,9;9,07;115;0,2;0,13;0,77;11,84;59;71,82;Buena
Upano;816984,90;9722513,40;P2;10/8/2022;21,7;6,9;9,17;99;0,23;0,23;0,99;10,64;69;70,26;Buena
Tutanangoza;791744,80;9721847,20;P1;15/8/2022;21,9;7,1;9,37;87;0,13;0,03;1,2;10,54;80;74,02;Buena
Tutanangoza;795756,20;9722981,10;P2;20/8/2022;21,6;7;9,27;92;0,13;0,02;1,2;10,34;47;75,65;Buena
Tutanangoza;808934,10;9724379,00;P3;10/10/2022;22,1;7,1;9,7;77;0,33;0,07;1,2;11,27;35;74,32;Buena
Upano;817616,10;9734329,60;P1;13/10/2022;23,5;7,2;9,27;110;0,93;0,23;0,88;11,52;49;69,38;Regular
Upano;816984,90;9722513,40;P2;10/11/2022;22,1;7,1;9,17;127;0,23;0,13;0,78;10,91;49;73,09;Buena
Tutanangoza;791744,80;9721847,20;P1;3/1/2023;21,4;7,4;9,18;80;0,1;0,04;0,74;11,82;46;74,73;Buena
Tutanangoza;795756,20;9722981,10;P2;4/1/2023;22,3;7,5;9,22;73;0,21;0,02;0,79;10,22;28;77,37;Buena
Tutanangoza;808934,10;9724379,00;P3;10/1/2023;23,1;7,4;9,09;85;0,39;0,04;0,98;10,91;35;75,48;Buena
RIO INDANZA;789380.30;9658152.70;P1;10/2/2023;21;6,6;7,1;70;3,8;0,03;1,5;10,05;530;61,22;Regular
RIO INDANZA;789385.20;9658090.30;P2;11/2/2018;21,5;6,6;8,5;74;3,9;0,07;1,3;11,01;528;61,47;Regular
RIO INDANZA;789380.30;9658152.70;P1;3/6/2018;20;6,8;8,9;78;3,7;0,09;1;10,1;530;62,69;Regular
RIO INDANZA;789385.20;9658090.30;P2;6/6/2018;20,5;6,6;8;75;5,8;0,09;1,5;10,5;535;59,42;Regular
RIO INDANZA;789380.30;9658152.70;P1;5/10/2018;20,1;7;8,1;80;4;0,07;1,3;10,6;838;61,19;Regular
RIO INDANZA;789385.20;9658090.30;P2;7/10/2018;20,3;7,2;6,5;79;4,7;0,07;1,1;10,2;540;59,96;Regular
RIO INDANZA;789380.30;9658152.70;P1;1/12/2018;21,3;6,8;6,7;76;5,9;0,08;1,6;10,1;644;58,24;Regular
RIO INDANZA;789385.20;9658090.30;P2;10/12/2018;21,6;6,5;7,5;73;5,8;0,09;1,9;10,4;639;58,33;Regular
RIO INDANZA;789380.30;9658152.70;P1;5/1/2019;20,1;6,9;7,3;71;4,9;1;2;10,6;736;51,53;Regular
RIO INDANZA;789385.20;9658090.30;P2;8/1/2019;20,5;7,1;8,1;69;5,9;0,08;1,5;11;733;59,58;Regular
RIO INDANZA;789380.30;9658152.70;P1;5/4/2019;20;6,7;8,7;70;4,7;1,01;1,3;11,3;530;52,66;Regular
RIO INDANZA;789385.20;9658090.30;P2;9/4/2019;20,6;6,9;8,9;73;3,8;0,04;1,8;11,2;529;62,75;Regular
RIO INDANZA;789380.30;9658152.70;P1;5/8/2019;19,9;7,1;8,9;72;6;0,09;2;11,4;526;60,35;Regular
RIO INDANZA;789385.20;9658090.30;P2;7/8/2019;20,1;7;7,2;75;4,1;1;1,9;10,9;529;54,09;Regular
RIO INDANZA;789380.30;9658152.70;P1;3/12/2019;21,1;6,8;7,4;77;3,9;0,08;1,6;10,7;630;60,62;Regular
RIO INDANZA;789385.20;9658090.30;P2;5/12/2019;21,5;6,5;8,6;79;5,8;0,9;1,3;10,2;631;51,9;Regular
RIO INDANZA;789380.30;9658152.70;P1;3/2/2020;21,3;6,6;8,9;100;4,7;0,07;1,5;10,9;635;60,35;Regular
RIO INDANZA;789385.20;9658090.30;P2;4/2/2020;20,9;6,7;7,7;83;5,9;0,07;1,3;11,1;637;58,77;Regular
RIO INDANZA;789380.30;9658152.70;P1;2/6/2020;20,7;6,9;7;78;3,9;0,08;1;11,4;559;60,19;Regular
RIO INDANZA;789385.20;9658090.30;P2;4/6/2020;20,9;6,5;6,5;105;5,8;0,08;1,3;11,6;561;56,32;Regular
RIO INDANZA;789380.30;9658152.70;P1;2/10/2020;20,2;7,3;6,8;72;5,7;0,09;1,4;11,9;538;58,31;Regular
RIO INDANZA;789385.20;9658090.30;P2;3/10/2020;20,5;7,1;6,9;70;4,7;1,01;1,3;12;543;51,45;Regular
